,Time,Day_of_week,Age_band_of_driver,Driving_experience,Type_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Pedestrian_movement,Cause_of_accident,Accident_severity,Hour,TimeLine
96,1900-01-01 17:35:00,Thursday,18-30,2-5yr,Public (13?45 seats),Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury,17,Evening
97,1900-01-01 17:35:00,Thursday,31-50,2-5yr,Long lorry,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,17,Evening
98,1900-01-01 20:50:00,Sunday,18-30,2-5yr,Automobile,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury,20,Night
99,1900-01-01 20:50:00,Sunday,Over 51,Above 10yr,Automobile, Church areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury,20,Night
100,1900-01-01 21:32:00,Thursday,18-30,Above 10yr,Other,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Not a Pedestrian,No distancing,Slight Injury,21,Night
101,1900-01-01 21:32:00,Thursday,31-50,5-10yr,Automobile,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Not a Pedestrian,Other,Slight Injury,21,Night
102,1900-01-01 19:55:00,Monday,18-30,5-10yr,Long lorry,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury,19,Evening
103,1900-01-01 19:55:00,Monday,18-30,2-5yr,Public (12 seats),Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury,19,Evening
104,1900-01-01 16:10:00,Monday,18-30,5-10yr,Public (12 seats),Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Parked,Not a Pedestrian,No distancing,Slight Injury,16,Evening
105,1900-01-01 16:10:00,Monday,Over 51,5-10yr,Other,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Not a Pedestrian,No distancing,Slight Injury,16,Evening
106,1900-01-01 15:25:00,Monday,31-50,Above 10yr,Other, Church areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Not a Pedestrian,Overturning,Slight Injury,15,Afternoon
107,1900-01-01 23:36:00,Thursday,Under 18,5-10yr,Other,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,Not a Pedestrian,Driving at high speed,Serious Injury,23,Night
108,1900-01-01 23:36:00,Thursday,Under 18,Above 10yr,Public (12 seats),Other,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,Not a Pedestrian,No priority to vehicle,Serious Injury,23,Night
109,1900-01-01 23:36:00,Thursday,Under 18,Below 1yr,Lorry (41?100Q),Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,Not a Pedestrian,No priority to pedestrian,Serious Injury,23,Night
110,1900-01-01 23:36:00,Thursday,Under 18,5-10yr,Other,Office areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Going straight,Not a Pedestrian,No priority to vehicle,Serious Injury,23,Night
111,1900-01-01 20:00:00,Monday,Over 51,1-2yr,Public (12 seats), Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Turnover,Not a Pedestrian,Other,Slight Injury,20,Night
112,1900-01-01 20:00:00,Monday,31-50,5-10yr,Other,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Going straight,Not a Pedestrian,Other,Slight Injury,20,Night
113,1900-01-01 20:00:00,Monday,31-50,5-10yr,Lorry (11?40Q),Office areas,Unknown,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle with vehicle collision,3,1,Going straight,Not a Pedestrian,Moving Backward,Slight Injury,20,Night
114,1900-01-01 17:54:00,Friday,18-30,2-5yr,Other,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Rollover,2,1,Unknown,Not a Pedestrian,No distancing,Slight Injury,17,Evening
115,1900-01-01 17:54:00,Friday,31-50,5-10yr,Other, Church areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Not a Pedestrian,Moving Backward,Slight Injury,17,Evening
116,1900-01-01 18:04:00,Monday,31-50,5-10yr,Other, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury,18,Evening
117,1900-01-01 17:00:00,Friday,18-30,Above 10yr,Pick up upto 10Q,  Recreational areas,One way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,Not a Pedestrian,Driving carelessly,Slight Injury,17,Evening
118,1900-01-01 01:15:00,Saturday,Unknown,Above 10yr,Automobile,  Market areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,3,Turnover,Not a Pedestrian,No distancing,Slight Injury,1,Night
119,1900-01-01 01:15:00,Saturday,18-30,Below 1yr,Other,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,Not a Pedestrian,Other,Slight Injury,1,Night
120,1900-01-01 01:15:00,Saturday,18-30,5-10yr,Lorry (41?100Q),Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury,1,Night
121,1900-01-01 01:15:00,Saturday,18-30,5-10yr,Public (13?45 seats), Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Unknown,Not a Pedestrian,No distancing,Slight Injury,1,Night
122,1900-01-01 18:30:00,Wednesday,31-50,2-5yr,Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury,18,Evening
123,1900-01-01 18:30:00,Wednesday,18-30,Above 10yr,Pick up upto 10Q,Office areas,other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,No distancing,Slight Injury,18,Evening
124,1900-01-01 15:52:00,Friday,18-30,2-5yr,Lorry (41?100Q),Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Not a Pedestrian,No priority to vehicle,Slight Injury,15,Afternoon
125,1900-01-01 15:52:00,Friday,31-50,Above 10yr,Public (12 seats),Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury,15,Afternoon
126,1900-01-01 15:52:00,Friday,18-30,Below 1yr,Other,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Reversing,Not a Pedestrian,No priority to pedestrian,Slight Injury,15,Afternoon
127,1900-01-01 12:33:00,Tuesday,18-30,2-5yr,Lorry (41?100Q),Other,other,Tangent road with flat terrain,Other,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Not a Pedestrian,No priority to vehicle,Serious Injury,12,Afternoon
128,1900-01-01 08:59:00,Monday,Under 18,5-10yr,Pick up upto 10Q,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Changing lane to the left,Slight Injury,8,Morning
129,1900-01-01 08:59:00,Monday,Over 51,5-10yr,Other,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Turnover,Slight Injury,8,Morning
130,1900-01-01 17:25:00,Saturday,31-50,1-2yr,Lorry (41?100Q),Other,other,Tangent road with flat terrain,No junction,Other,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,Not a Pedestrian,Driving to the left,Slight Injury,17,Evening
131,1900-01-01 00:53:00,Sunday,18-30,5-10yr,Ridden horse,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Reversing,Not a Pedestrian,Driving carelessly,Slight Injury,0,Night
132,1900-01-01 00:53:00,Sunday,18-30,1-2yr,Automobile, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,3,Going straight,Not a Pedestrian,Driving to the left,Slight Injury,0,Night
133,1900-01-01 00:53:00,Sunday,18-30,5-10yr,Automobile,Office areas,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,3,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury,0,Night
134,1900-01-01 15:20:00,Wednesday,31-50,1-2yr,Stationwagen, Church areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Turnover,Not a Pedestrian,No priority to pedestrian,Slight Injury,15,Afternoon
135,1900-01-01 18:23:00,Saturday,Under 18,5-10yr,Other,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Moving Backward,Not a Pedestrian,Driving carelessly,Slight Injury,18,Evening
136,1900-01-01 18:23:00,Saturday,18-30,2-5yr,Lorry (41?100Q),Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury,18,Evening
137,1900-01-01 05:24:00,Friday,31-50,2-5yr,Lorry (41?100Q),School areas,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,1,Going straight,Not a Pedestrian,Moving Backward,Serious Injury,5,Morning
138,1900-01-01 12:15:00,Saturday,18-30,5-10yr,Long lorry,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury,12,Afternoon
139,1900-01-01 22:15:00,Friday,31-50,Below 1yr,Stationwagen,Other,other,Steep grade downward with mountainous terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Reversing,Not a Pedestrian,Changing lane to the right,Slight Injury,22,Night
140,1900-01-01 06:35:00,Friday,31-50,Below 1yr,Public (12 seats),Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Driving carelessly,Serious Injury,6,Morning
141,1900-01-01 06:35:00,Friday,31-50,5-10yr,Automobile,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Driving carelessly,Serious Injury,6,Morning
142,1900-01-01 17:34:00,Thursday,Under 18,Below 1yr,Public (12 seats),Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,1,2,Going straight,Not a Pedestrian,Driving carelessly,Serious Injury,17,Evening
143,1900-01-01 17:34:00,Thursday,Under 18,2-5yr,Lorry (41?100Q),Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,1,2,Parked,Not a Pedestrian,Changing lane to the right,Serious Injury,17,Evening
144,1900-01-01 04:00:00,Friday,18-30,2-5yr,Automobile,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with pedestrians,1,4,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury,4,Morning
145,1900-01-01 04:00:00,Friday,18-30,5-10yr,Lorry (41?100Q), Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,1,4,Going straight,Not a Pedestrian,Driving carelessly,Slight Injury,4,Morning
146,1900-01-01 04:00:00,Friday,18-30,5-10yr,Lorry (41?100Q),Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,4,Unknown,Not a Pedestrian,Overtaking,Slight Injury,4,Morning
147,1900-01-01 04:00:00,Friday,18-30,5-10yr,Pick up upto 10Q,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,4,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury,4,Morning
148,1900-01-01 15:50:00,Saturday,18-30,5-10yr,Other,Other,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Not a Pedestrian,No distancing,Slight Injury,15,Afternoon
149,1900-01-01 08:50:00,Friday,Under 18,5-10yr,Automobile,Residential areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,1,Stopping,Not a Pedestrian,Other,Slight Injury,8,Morning
150,1900-01-01 00:25:00,Sunday,18-30,2-5yr,Automobile,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Not a Pedestrian,Changing lane to the right,Slight Injury,0,Night
151,1900-01-01 00:25:00,Sunday,31-50,5-10yr,Lorry (11?40Q),Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Overtaking,Not a Pedestrian,Changing lane to the right,Slight Injury,0,Night
152,1900-01-01 00:25:00,Sunday,31-50,Below 1yr,Bajaj,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,2,Going straight,Not a Pedestrian,Overtaking,Slight Injury,0,Night
153,1900-01-01 00:10:00,Sunday,18-30,1-2yr,Automobile,Office areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Raining and Windy,Collision with roadside objects,2,1,Reversing,Not a Pedestrian,Other,Slight Injury,0,Night
154,1900-01-01 00:10:00,Sunday,18-30,2-5yr,Lorry (41?100Q),School areas,Double carriageway (median),Tangent road with flat terrain,No junction,Earth roads,Wet or damp,Darkness - lights lit,Raining and Windy,Vehicle with vehicle collision,2,1,Going straight,Not a Pedestrian,Driving to the left,Slight Injury,0,Night
155,1900-01-01 15:20:00,Saturday,Unknown,2-5yr,Lorry (11?40Q),Other,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,2,Going straight,Not a Pedestrian,Overtaking,Slight Injury,15,Afternoon
